老师·好	,剧情／恐怖	,2015-11-22	
侵入者	,悬疑／惊悚	,2020-06-04	
末日崩塌	,悬疑／惊悚	,2020-06-04	
寻梦环游记	,悬疑／惊悚	,2020-06-04	
速度与激情：特别行动	,动作／惊悚／犯罪	,2019-08-23	
我不是药神	,动作／惊悚／犯罪	,2019-08-23	
新世纪福音战士新剧场版：终	,动作／惊悚／犯罪	,2019-08-23	
叶问4：完结篇	,动作／惊悚／犯罪	,2019-08-23	
家有喜事2020	,剧情／喜剧／冒险	,2017-01-28	
泰坦尼克号3D	,剧情／喜剧／冒险	,2017-01-28	
最好的我们	,剧情／喜剧／冒险	,2017-01-28	
鬼片王之再现凶榜	,剧情／喜剧／冒险	,2017-01-28	
哈利·波特与死亡圣器（下）	,剧情／喜剧／冒险	,2017-01-28	
新世纪福音战士：真人版	,剧情／动作／科幻	,2019-06-21	
命运之夜 无限剑制 Sunny Day	,剧情／动作／科幻	,2019-06-21	
犯罪现场	,剧情／动作／科幻	,2019-06-21	
正义联盟	,剧情／动作／科幻	,2019-06-21	
狗十三	,剧情／喜剧／爱情	,2010-07-26	
惊天营救	,剧情／喜剧／爱情	,2010-07-26	
人再囧途之泰囧	,剧情／喜剧／爱情	,2010-07-26	
老千2：神之手	,剧情／喜剧／爱情	,2010-07-26	
熊出没的开垦地	,剧情／喜剧／爱情	,2010-07-26	
银河补习班	,剧情／恐怖	,2015-11-22	
复仇者联盟3：无限战争	,剧情／恐怖	,2015-11-22	
泰迦奥特曼剧场版 新世代CLIMAX	,剧情／恐怖	,2015-11-22	
反贪风暴4	,剧情／恐怖	,2015-11-22	
变形金刚7	,剧情／恐怖	,2015-11-22	
有一点动心	,悬疑／惊悚	,2020-06-04	
终结者：黑暗命运	,悬疑／惊悚	,2020-06-04	
当幸福来敲门	,悬疑／惊悚	,2020-06-04	
惊悚	,悬疑／惊悚	,2020-06-04	
蜡笔小新：激战！涂鸦王国和约四位勇士	,悬疑／惊悚	,2020-06-04	
从你的全世界路过	,悬疑／惊悚	,2020-06-04	
使徒行者2：谍影行动	,悬疑／惊悚	,2020-06-04	
大鱼海棠2	,动作／惊悚／犯罪	,2019-08-23	
反贪风暴5	,动作／惊悚／犯罪	,2019-08-23	
烈火英雄	,动作／惊悚／犯罪	,2019-08-23	
火箭少女101飞行演唱会*广州站	,动作／惊悚／犯罪	,2019-08-23	
下一任：前任	,爱情	,2019-05-01	
湄公河行动	,爱情	,2019-05-01	
蝙蝠侠：黑暗骑士	,爱情	,2019-05-01	
羞羞的铁拳	,剧情／喜剧／冒险	,2017-01-28	
蜘蛛侠：英雄归来	,剧情／喜剧／冒险	,2017-01-28	
半个喜剧	,剧情／喜剧／冒险	,2017-01-28	
蝙蝠侠大战超人：正义黎明	,剧情／动作／科幻	,2019-06-21	
变身特工	,剧情／动作／科幻	,2019-06-21	
暗战	,剧情／动作／科幻	,2019-06-21	
我的爸爸是森林之王Ⅱ	,剧情／喜剧／爱情	,2010-07-26	
蝙蝠侠：黑暗骑士崛起	,剧情／喜剧／爱情	,2010-07-26	
王牌特工：特工学院	,剧情／喜剧／爱情	,2010-07-26	
风中有朵雨做的云	,剧情／喜剧／爱情	,2010-07-26	
封神传奇	,剧情／喜剧／爱情	,2010-07-26	
麦路人	,剧情／恐怖	,2015-11-22	
命运之夜——天之杯II ：迷失之蝶	,剧情／恐怖	,2015-11-22	
江湖儿女	,剧情／恐怖	,2015-11-22	
光天化日	,剧情／恐怖	,2015-11-22	
唐山大地震	,剧情／恐怖	,2015-11-22	
名侦探柯南：绀青之拳	,剧情／恐怖	,2015-11-22	
寄生虫	,悬疑／惊悚	,2020-06-04	
老炮儿	,悬疑／惊悚	,2020-06-04	
三少爷的剑	,悬疑／惊悚	,2020-06-04	
追龙	,悬疑／惊悚	,2020-06-04	
拆弹·专家	,悬疑／惊悚	,2020-06-04	
世界最大的影视城: 横店影视城	,悬疑／惊悚	,2020-06-04	
肖申克的救赎	,悬疑／惊悚	,2020-06-04	
大赢家	,动作／惊悚／犯罪	,2019-08-23	
南方车站的聚会	,动作／惊悚／犯罪	,2019-08-23	
大鱼海棠	,动作／惊悚／犯罪	,2019-08-23	
鬼灭之刃 兄妹的羁绊	,动作／惊悚／犯罪	,2019-08-23	
你的名字。	,动作／惊悚／犯罪	,2019-08-23	
比悲伤更悲伤的故事	,爱情	,2019-05-01	
环太平洋：雷霆再起	,爱情	,2019-05-01	
名侦探柯南特典：怪盗基德诞生的秘密	,爱情	,2019-05-01	
未来想象记	,爱情	,2019-05-01	
盗墓笔记	,爱情	,2019-05-01	
逃出绝命镇	,爱情	,2019-05-01	
爵迹	,剧情／动作／科幻	,2019-06-21	
西游记女儿国	,剧情／动作／科幻	,2019-06-21	
画皮2	,剧情／动作／科幻	,2019-06-21	
霸王别姬	,剧情／动作／科幻	,2019-06-21	
哈利·波特禁忌之旅	,剧情／喜剧／爱情	,2010-07-26	
快把我哥带走	,剧情／喜剧／爱情	,2010-07-26	
无双	,剧情／喜剧／爱情	,2010-07-26	
电影 Smile 光之美少女! 儿童图画书里的世界都不协调！	,剧情／喜剧／爱情	,2010-07-26	
野性的呼唤：育空的狗	,剧情／喜剧／爱情	,2010-07-26	
小丑回魂2	,剧情／喜剧／爱情	,2010-07-26	
新喜剧之王	,剧情／恐怖	,2015-11-22	
路人女主的养成方法 剧场版	,剧情／恐怖	,2015-11-22	
我的王牌老爸	,剧情／恐怖	,2015-11-22	
无名之辈	,剧情／恐怖	,2015-11-22	
黑帮大佬和我的365日	,剧情／恐怖	,2015-11-22	
速度与激情7	,剧情／恐怖	,2015-11-22	
阿丽塔：战斗天使	,悬疑／惊悚	,2020-06-04	
钢铁侠4	,悬疑／惊悚	,2020-06-04	
复仇者联盟2：奥创纪元	,悬疑／惊悚	,2020-06-04	
“大”人物	,悬疑／惊悚	,2020-06-04	
盗梦空间	,悬疑／惊悚	,2020-06-04	
星球大战：最后的绝地武士	,悬疑／惊悚	,2020-06-04	
速度与激情8	,动作／惊悚／犯罪	,2019-08-23	
